fraud_reported,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,months_as_customer,insured_zip,age,insured_sex,insured_education_level,insured_occupation,insured_hobbies,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year
N,395269,11/2/2012,IL,500/1000,500,1222.75,0,210,432781,41,MALE,High School,exec-managerial,polo,0,-41000,1/30/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,Columbus,1454 5th Ridge,12,3,UNKNOWN,2,0,NO,81070,14740,14740,51590,BMW,X5,2001
N,395572,3/30/1999,IL,250/500,500,1401.2,0,394,619892,57,FEMALE,High School,craft-repair,movies,51500,0,1/25/2015,Vehicle Theft,NA,Trivial Damage,Police,NC,Hillsdale,6493 Lincoln Lane,9,1,NO,1,0,NO,6890,1060,1060,4770,Audi,A5,1999
N,395983,11/8/2009,OH,100/300,500,1355.08,0,209,614945,38,FEMALE,MD,other-service,golf,58100,0,1/19/2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,2204 Washington Lane,21,1,UNKNOWN,1,1,UNKNOWN,47300,4730,4730,37840,Nissan,Pathfinder,2014
N,396002,3/4/2007,IN,250/500,1000,1588.22,0,292,605369,42,MALE,JD,machine-op-inspct,camping,0,-53800,1/15/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,Riverwood,7488 Lincoln Lane,15,3,YES,1,1,NO,84600,16920,8460,59220,Chevrolet,Malibu,2007
N,396224,9/8/2009,IN,100/300,500,1455.65,4000000,65,616706,30,FEMALE,College,transport-moving,skydiving,0,-66300,2/15/2015,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Hillsdale,3110 Lincoln Lane,6,3,UNKNOWN,2,3,NO,79800,15960,7980,55860,Honda,Civic,1999
Y,396590,11/7/1997,OH,100/300,2000,1567.37,0,460,602514,57,FEMALE,JD,craft-repair,skydiving,62500,0,2/15/2015,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,Riverwood,5865 Sky Lane,10,1,UNKNOWN,2,3,NO,58300,5830,11660,40810,Nissan,Maxima,2014
N,398102,10/24/1997,IL,500/1000,2000,1097.71,0,426,605258,54,FEMALE,Masters,adm-clerical,reading,29600,-22300,1/12/2015,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Springfield,8964 Francis St,13,1,YES,2,3,UNKNOWN,100800,16800,16800,67200,Dodge,Neon,1997
N,398484,11/7/1992,IL,250/500,2000,1177.57,0,277,469220,46,FEMALE,Associate,adm-clerical,video-games,0,-65500,1/24/2015,Vehicle Theft,NA,Minor Damage,Police,VA,Arlington,8638 3rd Ave,4,1,UNKNOWN,2,3,NO,3870,430,860,2580,Jeep,Wrangler,2010
Y,398683,4/30/2007,IN,250/500,500,1607.36,0,373,444626,55,MALE,MD,sales,yachting,0,0,1/19/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Arlington,8624 Francis Ave,21,4,UNKNOWN,0,2,NO,60600,6060,12120,42420,Dodge,RAM,2007
N,399524,10/30/1997,IL,100/300,1000,1829.63,0,15,452204,34,MALE,JD,tech-support,cross-fit,56700,0,2/3/2015,Multi-vehicle Collision,Side Collision,Total Loss,Other,SC,Arlington,1358 Maple St,21,3,YES,1,0,UNKNOWN,67650,12300,6150,49200,Audi,A5,2009
N,403737,12/6/1991,IN,500/1000,2000,1447.77,0,275,605756,45,FEMALE,Associate,adm-clerical,camping,39400,-63900,1/18/2015,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,VA,Northbend,3835 5th Ave,8,3,YES,1,1,UNKNOWN,64320,5360,10720,48240,Accura,MDX,1998
Y,403776,4/27/2012,IN,100/300,2000,1317.97,0,371,469853,54,MALE,High School,craft-repair,movies,34700,-81000,1/18/2015,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Columbus,6971 Best Ridge,18,3,UNKNOWN,1,2,UNKNOWN,32280,5380,5380,21520,Ford,Fusion,2010
N,405533,10/3/2014,OH,100/300,1000,1083.72,0,166,617774,34,FEMALE,High School,machine-op-inspct,base-jumping,65600,-68200,2/9/2015,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Columbus,3550 Washington Ave,18,1,NO,0,2,YES,53680,4880,4880,43920,Honda,CRV,2005
N,406567,9/25/2001,OH,100/300,500,1399.27,6000000,96,448913,30,MALE,College,prof-specialty,hiking,38900,-48700,2/24/2015,Single Vehicle Collision,Side Collision,Total Loss,Fire,NC,Arlington,9417 Tree Hwy,22,1,UNKNOWN,0,0,YES,53440,0,6680,46760,Ford,Escape,2004
N,407958,7/20/1991,IL,250/500,500,1063.67,0,463,463356,57,MALE,Masters,priv-house-serv,dancing,0,0,2/3/2015,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,2509 Rock Drive,14,1,NO,2,0,YES,59400,6600,6600,46200,Dodge,Neon,1995
Y,409074,3/19/1992,OH,500/1000,500,1295.87,0,34,438529,34,FEMALE,PhD,priv-house-serv,chess,0,0,1/13/2015,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NC,Columbus,3998 4th Hwy,4,3,UNKNOWN,1,0,NO,50800,5080,5080,40640,Audi,A3,1997
N,411289,9/16/1997,OH,250/500,2000,1082.72,0,146,478661,31,FEMALE,PhD,machine-op-inspct,video-games,61400,-57500,1/15/2015,Vehicle Theft,NA,Minor Damage,None,SC,Northbend,4188 Britain Ave,3,1,YES,2,0,NO,5220,580,580,4060,Accura,MDX,2015
N,411477,12/25/2001,OH,100/300,500,793.15,0,303,620869,50,MALE,MD,tech-support,board-games,54600,-45500,1/14/2015,Multi-vehicle Collision,Front Collision,Total Loss,Other,WV,Hillsdale,3925 Sky St,17,3,NO,0,3,NO,81960,13660,13660,54640,Dodge,Neon,2008
N,412703,11/14/2014,OH,100/300,2000,1260.32,6000000,32,460760,26,MALE,JD,other-service,polo,0,-79800,2/28/2015,Single Vehicle Collision,Side Collision,Total Loss,Fire,VA,Northbrook,2299 Britain Drive,16,1,UNKNOWN,1,2,UNKNOWN,45500,9100,4550,31850,Toyota,Corolla,2009
N,413192,10/2/1997,IN,500/1000,2000,1453.92,0,163,607605,38,FEMALE,PhD,other-service,yachting,51700,0,2/21/2015,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Hillsdale,3900 Texas St,13,1,YES,2,3,UNKNOWN,79500,15900,7950,55650,Accura,MDX,1995
N,413978,6/4/2000,IN,250/500,1000,1333.35,0,137,441716,34,MALE,PhD,prof-specialty,board-games,0,-77000,1/13/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,5846 Weaver Drive,0,3,UNKNOWN,0,0,UNKNOWN,78650,21450,7150,50050,Nissan,Pathfinder,2012
Y,414519,1/25/1999,IN,250/500,1000,1554.64,4000000,78,457535,31,MALE,PhD,protective-serv,board-games,0,-27900,2/3/2015,Single Vehicle Collision,Front Collision,Major Damage,Other,WV,Springfield,1507 Solo Ave,21,1,NO,1,0,NO,55660,5060,10120,40480,Honda,CRV,2009
N,414779,11/9/1992,IL,100/300,2000,1588.55,0,166,435758,38,MALE,MD,protective-serv,video-games,59600,-32100,1/9/2015,Single Vehicle Collision,Side Collision,Total Loss,Other,WV,Columbus,7740 MLK St,8,1,NO,0,0,UNKNOWN,40320,5760,5760,28800,Suburu,Impreza,2001
Y,414913,7/17/2012,IN,250/500,500,1379.93,0,257,608228,40,MALE,MD,armed-forces,base-jumping,0,0,2/1/2015,Multi-vehicle Collision,Side Collision,Major Damage,Other,NY,Columbus,3966 Francis Ridge,6,3,UNKNOWN,0,2,YES,51810,9420,4710,37680,Audi,A3,2002
N,419510,11/11/1994,OH,100/300,1000,1372.27,0,431,436547,54,FEMALE,Masters,craft-repair,paintball,17600,0,1/8/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,WV,Columbus,1388 Embaracadero Hwy,13,3,NO,2,3,UNKNOWN,63240,10540,10540,42160,Suburu,Forrestor,1997
N,419954,12/7/1993,IL,100/300,500,806.31,0,247,602177,39,FEMALE,College,handlers-cleaners,dancing,0,0,2/25/2015,Parked Car,NA,Trivial Damage,Police,SC,Northbend,5279 Pine Ridge,3,1,UNKNOWN,2,3,UNKNOWN,3300,600,0,2700,Dodge,RAM,2003
N,420810,8/11/2007,OH,100/300,1000,1276.57,0,22,467784,26,MALE,PhD,craft-repair,skydiving,71500,0,1/6/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Arlington,6723 Best Drive,3,1,YES,1,2,NO,78900,15780,7890,55230,Chevrolet,Silverado,1995
N,420815,11/15/2000,IL,100/300,2000,1124.47,0,204,616161,38,FEMALE,MD,tech-support,kayaking,0,-45100,2/14/2015,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,SC,Northbrook,6848 Elm Hwy,5,1,NO,0,1,UNKNOWN,90530,16460,16460,57610,Ford,F150,2003
N,420948,1/3/2015,IL,100/300,500,1272.46,0,180,456959,36,MALE,College,prof-specialty,exercise,0,0,2/19/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Northbrook,2352 Sky Drive,7,3,YES,2,1,UNKNOWN,69630,12660,6330,50640,Toyota,Corolla,1998
N,421092,3/4/2003,OH,100/300,1000,1221.17,0,37,617460,25,FEMALE,Masters,protective-serv,golf,49300,0,1/24/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,Northbrook,8983 Tree St,4,3,YES,0,0,YES,51030,5670,11340,34020,Suburu,Impreza,1996
Y,421940,6/3/2014,IN,100/300,1000,1384.64,5000000,216,600754,38,FEMALE,Associate,tech-support,board-games,0,0,1/9/2015,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,Columbus,5780 4th Ave,16,1,UNKNOWN,2,3,NO,66600,16650,11100,38850,Jeep,Grand Cherokee,2012
Y,424358,5/24/2003,OH,500/1000,500,1282.93,0,4,616126,34,FEMALE,College,exec-managerial,basketball,0,0,2/12/2015,Multi-vehicle Collision,Side Collision,Major Damage,Police,WV,Northbrook,6583 MLK Ridge,0,4,UNKNOWN,0,0,UNKNOWN,66880,6080,12160,48640,Chevrolet,Silverado,1996
Y,424862,10/16/2002,OH,100/300,500,1411.3,0,264,474801,41,MALE,PhD,prof-specialty,cross-fit,55600,0,2/8/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Other,PA,Northbrook,4158 Washington Lane,4,1,NO,1,0,UNKNOWN,60390,10980,5490,43920,BMW,M5,2004
N,425631,7/5/2014,IL,250/500,500,1163.83,0,143,604874,31,MALE,Associate,protective-serv,movies,37700,0,2/21/2015,Multi-vehicle Collision,Side Collision,Major Damage,Other,NC,Arlington,7609 Rock St,21,4,YES,2,0,UNKNOWN,76120,6920,13840,55360,Audi,A5,1999
N,425973,2/11/2003,IN,250/500,500,1229.16,4000000,8,604804,31,FEMALE,MD,transport-moving,kayaking,0,-88300,2/23/2015,Multi-vehicle Collision,Front Collision,Major Damage,Fire,PA,Hillsdale,9153 3rd Hwy,2,3,UNKNOWN,0,2,YES,48100,11100,7400,29600,Volkswagen,Jetta,2014
N,426708,10/9/2009,IL,250/500,500,1155.53,5000000,267,465158,40,MALE,JD,transport-moving,camping,0,-35200,1/24/2015,Parked Car,NA,Trivial Damage,Police,NY,Columbus,3094 Best Lane,5,1,UNKNOWN,0,2,NO,5670,1260,630,3780,Ford,F150,1997
N,427199,10/1/2010,IL,250/500,2000,1247.87,0,165,464336,36,MALE,Masters,armed-forces,golf,0,-39700,1/14/2015,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Northbend,2469 Francis Lane,20,3,NO,2,2,NO,45700,4570,4570,36560,BMW,3 Series,2008
N,427484,1/8/1994,OH,250/500,2000,1620.89,0,63,469621,24,FEMALE,High School,handlers-cleaners,movies,0,0,2/3/2015,Vehicle Theft,NA,Minor Damage,Police,NC,Hillsdale,8621 Best Ridge,7,1,NO,2,0,NO,6120,1020,1020,4080,Toyota,Corolla,2015
N,428230,6/4/2012,IN,500/1000,500,1399.26,0,165,611586,32,FEMALE,High School,tech-support,exercise,70500,0,2/8/2015,Parked Car,NA,Minor Damage,Police,PA,Northbrook,1240 Tree Lane,9,1,UNKNOWN,2,0,UNKNOWN,3960,330,660,2970,BMW,M5,1998
N,429027,2/3/1990,IL,100/300,1000,1137.03,0,165,603195,37,MALE,Associate,tech-support,base-jumping,0,0,2/27/2015,Multi-vehicle Collision,Front Collision,Total Loss,Police,VA,Columbus,3525 3rd Hwy,23,3,UNKNOWN,2,2,YES,51590,9380,9380,32830,Audi,A5,2015
N,430029,8/21/2006,IL,250/500,1000,1454.43,0,265,459407,40,FEMALE,MD,protective-serv,yachting,0,0,2/21/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Other,NY,Arlington,4234 Cherokee Lane,17,3,NO,2,3,UNKNOWN,55120,6890,0,48230,Accura,MDX,2002
Y,430794,1/25/2008,OH,250/500,2000,1486.04,0,338,615688,47,FEMALE,Associate,armed-forces,board-games,0,-56200,1/14/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Other,OH,Northbrook,9081 Cherokee Hwy,1,3,NO,2,3,UNKNOWN,64100,12820,6410,44870,Dodge,RAM,2014
Y,431283,3/31/2005,IL,100/300,2000,1376.16,0,448,466555,57,FEMALE,PhD,tech-support,hiking,38600,-50300,2/4/2015,Multi-vehicle Collision,Front Collision,Major Damage,Police,SC,Arlington,5997 Embaracadero Drive,10,3,NO,2,1,UNKNOWN,47760,5970,5970,35820,Suburu,Impreza,2013
Y,431478,4/3/2013,IN,250/500,1000,1556.17,0,313,463835,47,MALE,College,prof-specialty,reading,63900,-53300,2/7/2015,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Hillsdale,3263 Pine Ridge,20,1,YES,1,3,NO,40260,3660,7320,29280,Accura,MDX,1996
N,431583,5/15/2000,IL,500/1000,2000,1124.69,0,162,446971,35,FEMALE,Masters,handlers-cleaners,bungie-jumping,0,0,2/20/2015,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,Arlington,8097 Maple Lane,14,1,YES,0,3,YES,54340,9880,4940,39520,Toyota,Camry,2001
N,431876,11/27/2005,IL,500/1000,2000,875.15,0,217,442479,41,FEMALE,Associate,machine-op-inspct,skydiving,46700,0,2/10/2015,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Arlington,8957 Weaver Drive,15,3,UNKNOWN,1,2,UNKNOWN,37840,0,4730,33110,Accura,RSX,1996
N,432068,3/9/2007,IL,100/300,500,1111.72,0,61,448857,23,MALE,JD,exec-managerial,bungie-jumping,54600,0,2/25/2015,Single Vehicle Collision,Side Collision,Major Damage,Fire,PA,Riverwood,2774 Apache Drive,6,1,UNKNOWN,1,2,UNKNOWN,41850,4650,4650,32550,Suburu,Legacy,1997
N,432740,10/9/1990,IL,100/300,2000,1081.17,0,131,445120,33,MALE,MD,sales,yachting,0,-65200,1/28/2015,Parked Car,NA,Minor Damage,Police,NY,Northbend,3246 Britain Ridge,3,1,UNKNOWN,0,1,NO,4900,490,490,3920,Toyota,Camry,2010
N,433663,12/21/1996,IN,500/1000,2000,1356.64,0,95,449352,32,MALE,Masters,machine-op-inspct,golf,67800,-48600,2/23/2015,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Springfield,7846 Andromedia Drive,21,3,YES,0,3,YES,83160,15120,15120,52920,Toyota,Camry,2003
N,434507,2/6/2009,IL,250/500,1000,1281.27,0,120,447442,28,FEMALE,PhD,tech-support,golf,68900,0,1/7/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Springfield,7709 Rock Lane,9,3,NO,0,3,UNKNOWN,65500,6550,6550,52400,BMW,X5,2010
N,435784,7/13/2013,OH,250/500,1000,1573.93,0,110,461919,28,MALE,College,other-service,movies,30400,0,1/7/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,Springfield,9397 Francis St,20,3,YES,0,2,UNKNOWN,65040,10840,10840,43360,Suburu,Impreza,2010
N,436126,11/3/2009,IN,250/500,500,1451.54,3000000,343,473412,48,MALE,JD,adm-clerical,hiking,0,0,1/8/2015,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Riverwood,3167 2nd St,13,4,NO,2,3,NO,65070,7230,14460,43380,Mercedes,C300,2003
Y,437442,6/27/2008,IL,100/300,1000,959.83,0,344,435809,51,FEMALE,Masters,sales,paintball,0,-38700,2/2/2015,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NY,Northbend,6179 3rd Ridge,18,3,UNKNOWN,2,2,YES,75400,17400,11600,46400,BMW,X6,2006
N,437573,9/29/2005,OH,250/500,2000,1624.82,0,93,454656,32,MALE,PhD,exec-managerial,basketball,65300,-65600,2/9/2015,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbend,4965 MLK Drive,16,1,UNKNOWN,1,1,UNKNOWN,78120,17360,8680,52080,BMW,3 Series,2006
N,437960,4/3/2001,IN,250/500,1000,1074.99,0,128,453620,35,FEMALE,Associate,adm-clerical,bungie-jumping,0,-48800,1/2/2015,Vehicle Theft,NA,Trivial Damage,Police,VA,Columbus,3492 Britain St,16,1,UNKNOWN,2,0,UNKNOWN,7590,1380,690,5520,Accura,MDX,2012
N,438817,11/16/2007,OH,500/1000,1000,986.53,0,128,472720,28,FEMALE,High School,adm-clerical,polo,62700,0,2/16/2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,VA,Columbus,7819 Oak St,11,1,NO,0,2,YES,101860,18520,18520,64820,Honda,CRV,2007
N,439049,12/12/2011,IN,100/300,1000,1022.42,0,182,466161,40,MALE,PhD,other-service,skydiving,50000,-56900,2/17/2015,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Northbend,7168 Andromedia Ridge,13,1,YES,0,2,UNKNOWN,71100,7110,14220,49770,Audi,A3,2008
Y,439341,7/20/1991,IN,100/300,1000,1140.91,0,121,478388,31,MALE,Associate,adm-clerical,paintball,51300,0,2/15/2015,Multi-vehicle Collision,Side Collision,Major Damage,Fire,VA,Northbend,1030 Pine Lane,15,3,NO,1,2,UNKNOWN,64300,6430,6430,51440,Chevrolet,Silverado,2002
Y,439660,7/11/2002,OH,100/300,1000,845.16,0,310,434342,48,FEMALE,Masters,priv-house-serv,base-jumping,0,0,2/25/2015,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,Northbend,7066 Texas Ave,21,1,YES,1,0,NO,55170,6130,6130,42910,Audi,A5,2005
N,439828,9/7/2006,OH,500/1000,2000,1257,4000000,108,616341,32,FEMALE,High School,machine-op-inspct,basketball,63900,-43700,1/11/2015,Single Vehicle Collision,Front Collision,Total Loss,Other,WV,Northbrook,1929 Britain Drive,23,1,NO,1,3,NO,61270,5570,11140,44560,Suburu,Legacy,1999
Y,439844,6/11/2014,IL,250/500,500,1543.68,0,183,606988,38,FEMALE,Masters,prof-specialty,paintball,20200,0,1/24/2015,Single Vehicle Collision,Side Collision,Major Damage,Police,NC,Hillsdale,5874 1st Hwy,17,1,NO,0,1,YES,51920,9440,4720,37760,Audi,A3,2001
Y,440616,9/6/1995,IL,500/1000,2000,1017.97,0,335,441671,48,FEMALE,MD,machine-op-inspct,chess,59900,-34800,2/19/2015,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Columbus,8617 Best Ave,21,3,NO,0,0,YES,35860,3260,6520,26080,BMW,X5,2005
Y,442494,6/6/2002,IN,500/1000,500,1780.67,0,234,465942,44,MALE,Associate,other-service,exercise,0,0,2/19/2015,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NC,Springfield,6384 5th Ridge,3,1,NO,1,0,NO,70200,7020,7020,56160,Ford,F150,2012
N,442677,11/22/2008,OH,250/500,500,1451.01,0,298,460820,49,FEMALE,College,other-service,exercise,47800,0,2/21/2015,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Springfield,2005 Texas Hwy,17,1,NO,2,2,NO,28100,2810,5620,19670,Jeep,Grand Cherokee,2012
Y,442795,7/7/1996,OH,500/1000,500,1054.83,7000000,125,446788,35,MALE,JD,tech-support,cross-fit,0,-51300,2/25/2015,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Northbend,8579 Apache Drive,17,1,YES,2,3,NO,88660,8060,16120,64480,Mercedes,C300,2007
Y,444035,5/11/1996,OH,250/500,1000,1524.45,4000000,238,607458,43,MALE,High School,handlers-cleaners,chess,0,-44800,2/16/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NC,Hillsdale,3397 5th Ave,21,4,NO,0,0,NO,42700,4270,4270,34160,Saab,92x,1995
N,444422,9/28/2011,IL,250/500,2000,782.23,0,59,449221,40,MALE,College,protective-serv,golf,64200,-32300,2/6/2015,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,OH,Springfield,6605 Tree Ave,0,3,UNKNOWN,0,2,NO,51570,5730,11460,34380,BMW,X5,2010
N,445195,9/27/2010,IN,100/300,500,1261.28,0,54,453265,35,FEMALE,MD,protective-serv,hiking,68500,-42100,2/25/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,VA,Springfield,5028 Maple Ridge,21,3,YES,2,0,UNKNOWN,79090,14380,7190,57520,Nissan,Maxima,2012
Y,445289,4/24/2012,IL,250/500,500,1237.88,0,405,462683,58,MALE,MD,exec-managerial,exercise,0,-46900,1/13/2015,Single Vehicle Collision,Front Collision,Major Damage,Police,NY,Arlington,2086 Francis Drive,11,1,UNKNOWN,0,0,UNKNOWN,63580,5780,5780,52020,Mercedes,ML350,1997
N,445694,5/24/2004,IL,250/500,1000,1193.45,0,194,464743,34,MALE,JD,other-service,hiking,0,0,1/24/2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbend,4554 Sky Ave,11,1,UNKNOWN,2,1,YES,58800,11760,5880,41160,Nissan,Pathfinder,1997
Y,445973,11/13/1998,IL,250/500,1000,988.29,0,66,476502,26,MALE,College,armed-forces,skydiving,0,0,2/2/2015,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,Northbend,8203 Lincoln Ave,8,1,UNKNOWN,2,2,YES,57860,0,10520,47340,Suburu,Impreza,2008
N,447226,8/17/1994,OH,500/1000,500,1122.95,4000000,38,473653,28,MALE,Masters,priv-house-serv,golf,78000,0,2/23/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbrook,6399 Oak Drive,4,3,NO,0,3,YES,74880,12480,12480,49920,Accura,TL,2000
N,448642,3/28/2001,IN,500/1000,1000,1248.25,4000000,40,605692,39,FEMALE,College,sales,hiking,0,-33300,2/1/2015,Parked Car,NA,Minor Damage,Police,VA,Northbrook,3376 5th Drive,8,1,NO,0,2,UNKNOWN,8760,1460,1460,5840,BMW,3 Series,2013
N,448961,4/30/2006,IL,500/1000,500,1475.93,0,37,441648,23,FEMALE,College,prof-specialty,hiking,0,-67400,1/16/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Springfield,3221 Solo Ridge,17,3,YES,1,0,NO,51660,5740,5740,40180,Dodge,RAM,2010
Y,449263,3/20/1992,IL,250/500,500,1479.48,0,156,444413,32,MALE,Masters,prof-specialty,bungie-jumping,0,0,1/13/2015,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,Northbrook,1173 Andromedia Ave,15,1,YES,1,3,YES,74690,6790,13580,54320,Dodge,RAM,2008
N,454086,11/10/1992,IN,500/1000,1000,1152.4,0,216,615921,36,FEMALE,Associate,priv-house-serv,reading,39600,-82400,1/25/2015,Parked Car,NA,Minor Damage,Police,VA,Springfield,1681 Cherokee Hwy,0,1,YES,2,3,UNKNOWN,6160,560,1680,3920,Mercedes,E400,2014
N,454758,5/20/1990,IN,100/300,1000,1142.48,0,145,608813,34,FEMALE,JD,priv-house-serv,sleeping,0,0,1/13/2015,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NC,Northbend,8805 Cherokee Drive,18,1,YES,2,0,NO,52250,9500,4750,38000,Suburu,Legacy,2012
N,456604,3/29/2004,IL,500/1000,2000,968.74,0,287,477519,41,MALE,Masters,transport-moving,video-games,0,-49000,1/19/2015,Vehicle Theft,NA,Trivial Damage,None,SC,Northbrook,5532 Weaver Ridge,9,1,UNKNOWN,2,3,UNKNOWN,5170,470,940,3760,Suburu,Forrestor,2001
Y,457188,4/1/1994,IL,250/500,1000,1340.24,0,188,447274,33,MALE,High School,protective-serv,chess,0,-68800,2/8/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Hillsdale,5280 Pine Ave,8,3,YES,1,0,UNKNOWN,76010,13820,6910,55280,Dodge,RAM,1995
N,457244,1/28/1998,IL,500/1000,2000,736.07,6000000,419,445339,53,MALE,College,transport-moving,chess,45700,0,2/4/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbend,6738 Francis Hwy,17,4,UNKNOWN,0,0,YES,62280,5190,10380,46710,Suburu,Forrestor,2012
N,458829,7/6/1996,IN,500/1000,1000,1294.04,0,263,602670,43,FEMALE,Masters,handlers-cleaners,movies,0,0,1/8/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Riverwood,1515 Pine Lane,17,1,YES,2,3,YES,79320,13220,6610,59490,Nissan,Ultima,1997
N,461962,12/25/2013,IL,100/300,500,914.22,0,218,444155,41,MALE,JD,prof-specialty,golf,37900,-72900,1/22/2015,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Springfield,1738 Solo Lane,14,3,NO,2,0,NO,84590,15380,7690,61520,Saab,93,2013
Y,463237,2/9/2000,IN,100/300,2000,1306,0,257,610381,40,MALE,Associate,machine-op-inspct,cross-fit,46100,-46900,2/21/2015,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Columbus,9856 Apache St,3,3,YES,2,1,UNKNOWN,50050,7700,3850,38500,Ford,Fusion,2008
N,463513,4/23/1995,IL,250/500,500,1390.89,5000000,254,453719,40,MALE,College,armed-forces,bungie-jumping,0,-74400,2/28/2015,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,Riverwood,6467 Best Ave,23,1,UNKNOWN,2,2,UNKNOWN,53460,9720,4860,38880,Volkswagen,Jetta,2009
N,463727,8/5/1992,OH,250/500,500,1075.71,0,6,604328,27,FEMALE,High School,prof-specialty,dancing,0,-47400,2/17/2015,Vehicle Theft,NA,Trivial Damage,Police,WV,Columbus,7615 Weaver Drive,7,1,UNKNOWN,0,1,YES,3190,580,290,2320,Saab,95,2015
N,464234,7/17/2005,IL,500/1000,1000,1252.48,0,180,432148,35,MALE,MD,machine-op-inspct,yachting,0,-55800,2/10/2015,Vehicle Theft,NA,Minor Damage,None,OH,Springfield,1687 3rd Lane,17,1,UNKNOWN,1,3,NO,5100,1020,510,3570,Chevrolet,Malibu,2000
